C.C.,CSV Receivable,DB Calculated Total,Match,Difference,PAID Count,ISSUED Count,NOT_ISSUED Count,PARTIALLY_PAID Count,DISCOUNT Count,UNKNOWN Count,Details
5866,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
5948,16975,16975,MATCH,0,4,0,1,0,0,0,"NOT_ISSUED(+16975)"
5962,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
5963,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
6128,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
6378,17975,17975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+17975)"
6460,16975,16975,MATCH,0,4,0,1,0,0,0,"NOT_ISSUED(+16975)"
6529,34950,33950,MISMATCH,-1000,1,1,1,0,0,0,"NOT_ISSUED(+16975) | ISSUED(+16975)"
6687,15934,15934,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+15934)"
6706,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
6931,17975,17975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+17975)"
7320,15975,15975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+15975)"
7589,14575,14575,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+14575)"
7662,16575,16575,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16575)"
7714,17975,17975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+17975)"
5275,15975,15975,MATCH,0,4,0,1,0,0,0,"NOT_ISSUED(+15975)"
5626,29950,29950,MATCH,0,2,1,1,0,0,0,"NOT_ISSUED(+14975) | ISSUED(+14975)"
5813,18975,17975,MISMATCH,-1000,3,0,1,0,0,0,"NOT_ISSUED(+17975)"
5921,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
5925,15975,15975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+15975)"
5927,16975,16975,MATCH,0,3,0,1,0,0,0,"NOT_ISSUED(+16975)"
5928,16975,16975,MATCH,0,3,0,1,0,0,0,"NOT_ISSUED(+16975)"
6087,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
6223,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
6450,15975,15975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+15975)"
6548,16975,16975,MATCH,0,4,0,1,0,0,0,"NOT_ISSUED(+16975)"
6638,15975,15975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+15975)"
6681,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
6774,17975,17975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+17975)"
6809,17975,17975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+17975)"
6935,5392,5392,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+5392)"
7379,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
7612,25150,25150,MATCH,0,2,1,1,0,0,0,"NOT_ISSUED(+12575) | ISSUED(+12575)"
7755,18575,18575,MATCH,0,3,0,1,0,0,0,"NOT_ISSUED(+18575)"
5426,4493,4493,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+4493)"
5531,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
5591,14975,14975,MATCH,0,3,0,1,0,0,0,"NOT_ISSUED(+14975)"
5833,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
5849,15975,15975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+15975)"
5864,15975,15975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+15975)"
5958,17975,17975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+17975)"
5959,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
5982,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
6350,47925,47925,MATCH,0,0,2,1,0,0,0,"NOT_ISSUED(+15975) | ISSUED(+15975) | ISSUED(+15975)"
6452,14975,14975,MATCH,0,3,0,1,0,0,0,"NOT_ISSUED(+14975)"
6678,17975,17975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+17975)"
6831,16975,16975,MATCH,0,3,0,1,0,0,0,"NOT_ISSUED(+16975)"
7224,14975,14975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+14975)"
7234,13832,13832,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+13832)"
7239,18975,18975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+18975)"
7328,14575,14575,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+14575)"
7349,15975,15975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+15975)"
7333,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
7332,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
7623,14575,14575,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+14575)"
7241,21945,21945,MATCH,0,4,0,1,0,0,0,"NOT_ISSUED(+21945)"
6421,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
6583,15975,15975,MATCH,0,5,0,1,0,0,0,"NOT_ISSUED(+15975)"
6672,17975,17975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+17975)"
6748,17975,17975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+17975)"
6897,18975,18975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+18975)"
7105,15975,15975,MATCH,0,3,0,1,0,0,0,"NOT_ISSUED(+15975)"
7109,15975,15975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+15975)"
7123,15975,15975,MATCH,0,3,0,1,0,0,0,"NOT_ISSUED(+15975)"
7174,115450,132825,MISMATCH,17375,0,5,2,0,0,0,"NOT_ISSUED(+18975) | NOT_ISSUED(+18975) | ISSUED(+18975) | ISSUED(+18975) | ISSUED(+18975) | ISSUED(+18975) | ISSUED(+18975)"
7187,18975,37950,MISMATCH,18975,2,0,1,0,0,0,"NOT_ISSUED(+37950)"
7237,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
7675,18575,18575,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+18575)"
5514,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
5665,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
5741,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
5750,15975,15975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+15975)"
5756,15975,15975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+15975)"
5960,14975,14975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+14975)"
6410,33950,33950,MATCH,0,2,1,1,0,0,0,"NOT_ISSUED(+16975) | ISSUED(+16975)"
6504,17975,17975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+17975)"
6780,35950,35950,MATCH,0,3,1,1,0,0,0,"NOT_ISSUED(+17975) | ISSUED(+17975)"
7033,15975,15975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+15975)"
7054,18975,17975,MISMATCH,-1000,2,0,1,0,0,0,"NOT_ISSUED(+17975)"
5723,13991,13991,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+13991)"
7103,13975,12975,MISMATCH,-1000,2,0,1,0,0,0,"NOT_ISSUED(+12975)"
7296,15975,15975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+15975)"
7603,12575,12575,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+12575)"
7693,14575,14575,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+14575)"
7725,16575,16575,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16575)"
5428,17975,17975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+17975)"
5447,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
5504,15975,15975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+15975)"
5530,10532,10532,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+10532)"
5675,15975,15975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+15975)"
5776,15975,15975,MATCH,0,3,0,1,0,0,0,"NOT_ISSUED(+15975)"
5802,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
6131,17975,17975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+17975)"
6288,14975,14975,MATCH,0,3,0,1,0,0,0,"NOT_ISSUED(+14975)"
6540,16975,16975,MATCH,0,3,0,1,0,0,0,"NOT_ISSUED(+16975)"
6572,15975,15975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+15975)"
7227,14975,14975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+14975)"
7260,15324,15324,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+15324)"
7285,14975,14975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+14975)"
7298,14975,14975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+14975)"
7315,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
7350,15975,15975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+15975)"
7594,12575,12575,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+12575)"
7628,11575,11575,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+11575)"
3974,18975,18975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+18975)"
3980,19975,19975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+19975)"
3992,37950,37950,MATCH,0,1,1,1,0,0,0,"NOT_ISSUED(+18975) | ISSUED(+18975)"
4019,47950,47950,MATCH,0,2,1,1,0,0,0,"NOT_ISSUED(+23975) | ISSUED(+23975)"
4228,5993,5993,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+5993)"
4390,18975,18975,MATCH,0,5,0,1,0,0,0,"NOT_ISSUED(+18975)"
4917,18975,18975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+18975)"
5117,18975,18975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+18975)"
5407,39950,39950,MATCH,0,3,1,1,0,0,0,"NOT_ISSUED(+19975) | ISSUED(+19975)"
5493,37950,37950,MATCH,0,1,1,1,0,0,0,"NOT_ISSUED(+18975) | ISSUED(+18975)"
5643,39950,39950,MATCH,0,1,1,1,0,0,0,"NOT_ISSUED(+19975) | ISSUED(+19975)"
6289,19975,19975,MATCH,0,3,0,1,0,0,0,"NOT_ISSUED(+19975)"
6617,41950,41950,MATCH,0,1,1,1,0,0,0,"NOT_ISSUED(+20975) | ISSUED(+20975)"
6659,20975,20975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+20975)"
6787,18975,18975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+18975)"
7045,19975,19975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+19975)"
7248,43950,43950,MATCH,0,1,1,1,0,0,0,"NOT_ISSUED(+21975) | ISSUED(+21975)"
7254,41950,41950,MATCH,0,1,1,1,0,0,0,"NOT_ISSUED(+20975) | ISSUED(+20975)"
7266,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
7312,21975,21975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+21975)"
7334,21975,21975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+21975)"
7449,43950,43950,MATCH,0,1,1,1,0,0,0,"NOT_ISSUED(+21975) | ISSUED(+21975)"
3518,19975,19975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+19975)"
3486,7490,14980,MISMATCH,7490,1,1,1,0,0,0,"NOT_ISSUED(+7490) | ISSUED(+7490)"
3717,18975,18975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+18975)"
3758,19975,19975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+19975)"
3772,37950,37950,MATCH,0,2,1,1,0,0,0,"NOT_ISSUED(+18975) | ISSUED(+18975)"
3819,18975,18975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+18975)"
3807,18975,18975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+18975)"
3868,19975,19975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+19975)"
3928,39950,39950,MATCH,0,2,1,1,0,0,0,"NOT_ISSUED(+19975) | ISSUED(+19975)"
4996,18232,18232,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+18232)"
5012,37950,37950,MATCH,0,1,1,1,0,0,0,"NOT_ISSUED(+18975) | ISSUED(+18975)"
5105,113850,113850,MATCH,0,0,5,1,0,0,0,"NOT_ISSUED(+18975) | ISSUED(+18975) | ISSUED(+18975) | ISSUED(+18975) | ISSUED(+18975) | ISSUED(+18975)"
5327,41150,41150,MATCH,0,3,1,1,0,0,0,"ISSUED(+20575) | NOT_ISSUED(+20575)"
5365,21975,21975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+21975)"
5406,41950,41950,MATCH,0,1,1,1,0,0,0,"NOT_ISSUED(+20975) | ISSUED(+20975)"
5781,18975,18975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+18975)"
6306,18975,18975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+18975)"
6326,18975,18975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+18975)"
6409,41950,41950,MATCH,0,3,1,1,0,0,0,"ISSUED(+20975) | NOT_ISSUED(+20975)"
6437,49150,49150,MATCH,0,2,1,1,0,0,0,"NOT_ISSUED(+24575) | ISSUED(+24575)"
6613,20975,20975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+20975)"
6648,37950,60900,MISMATCH,22950,0,1,2,1,0,0,"NOT_ISSUED(+18975) | NOT_ISSUED(+18975) | ISSUED(+18975) | PARTIALLY_PAID(+3975)"
6712,41950,41950,MATCH,0,1,1,1,0,0,0,"NOT_ISSUED(+20975) | ISSUED(+20975)"
6750,37950,37950,MATCH,0,1,1,1,0,0,0,"NOT_ISSUED(+18975) | ISSUED(+18975)"
6966,22975,22975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+22975)"
7055,47850,47850,MATCH,0,1,1,1,0,0,0,"NOT_ISSUED(+23925) | ISSUED(+23925)"
7081,19975,39950,MISMATCH,19975,1,1,1,0,0,0,"NOT_ISSUED(+19975) | ISSUED(+19975)"
7167,40950,39950,MISMATCH,-1000,3,1,1,0,0,0,"NOT_ISSUED(+19975) | ISSUED(+19975)"
7337,41950,41950,MATCH,0,1,1,1,0,0,0,"ISSUED(+20975) | NOT_ISSUED(+20975)"
7530,18975,18975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+18975)"
5895,42965,42965,MATCH,0,0,2,1,0,0,0,"ISSUED(+14995) | ISSUED(+12975) | NOT_ISSUED(+14995)"
7541,22586,44862,MISMATCH,22276,0,0,3,0,0,0,"NOT_ISSUED(+16862) | NOT_ISSUED(+11138) | NOT_ISSUED(+16862)"
7583,25990,25990,MATCH,0,1,1,1,0,0,0,"ISSUED(+12995) | NOT_ISSUED(+12995)"
7702,13975,13975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+13975)"
7542,26000,25000,MISMATCH,-1000,2,0,1,0,0,0,"NOT_ISSUED(+25000)"
6287,14975,14975,MATCH,0,3,0,1,0,0,0,"NOT_ISSUED(+14975)"
6365,10325,10325,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+10325)"
6512,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
7010,17975,17975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+17975)"
7019,33950,33950,MATCH,0,1,1,1,0,0,0,"NOT_ISSUED(+16975) | ISSUED(+16975)"
7078,35950,35950,MATCH,0,3,1,1,0,0,0,"NOT_ISSUED(+17975) | ISSUED(+17975)"
7270,14975,14975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+14975)"
7279,17975,17975,MATCH,0,5,0,1,0,0,0,"NOT_ISSUED(+17975)"
7299,17975,17975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+17975)"
7360,17975,17975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+17975)"
7468,38925,38925,MATCH,0,0,2,1,0,0,0,"NOT_ISSUED(+12975) | ISSUED(+12975) | ISSUED(+12975)"
7556,16175,16575,MISMATCH,400,2,0,1,0,0,0,"NOT_ISSUED(+16575)"
7586,43725,43725,MATCH,0,0,2,1,0,0,0,"NOT_ISSUED(+14575) | ISSUED(+14575) | ISSUED(+14575)"
7659,16575,16575,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16575)"
7421,17975,17975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+17975)"
5542,16975,16975,MATCH,0,3,0,1,0,0,0,"NOT_ISSUED(+16975)"
5423,41950,41950,MATCH,0,3,1,1,0,0,0,"NOT_ISSUED(+20975) | ISSUED(+20975)"
7800,27950,27950,MATCH,0,3,1,1,0,0,0,"NOT_ISSUED(+13975) | ISSUED(+13975)"
7807,22575,22575,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+22575)"
7808,17975,17975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+17975)"
7809,17975,17975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+17975)"
7812,17575,17575,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+17575)"
7811,17975,17975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+17975)"
7801,27990,27990,MATCH,0,2,1,1,0,0,0,"ISSUED(+13995) | NOT_ISSUED(+13995)"
7115,25000,25000,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+25000)"
7783,10975,10975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+10975)"
4915,14025,14025,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+14025)"
5078,14975,14975,MATCH,0,3,0,1,0,0,0,"NOT_ISSUED(+14975)"
5109,14975,14975,MATCH,0,4,0,1,0,0,0,"NOT_ISSUED(+14975)"
5372,14975,14975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+14975)"
5385,14975,14975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+14975)"
5195,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
5108,13975,13975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+13975)"
5359,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
5382,22520,16975,MISMATCH,-5545,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
5343,16995,16995,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16995)"
7789,37950,37950,MATCH,0,3,1,1,0,0,0,"NOT_ISSUED(+18975) | ISSUED(+18975)"
7768,20575,20575,MATCH,0,4,0,1,0,0,0,"NOT_ISSUED(+20575)"
7802,20975,20975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+20975)"
7788,39950,39950,MATCH,0,7,1,1,0,0,0,"NOT_ISSUED(+19975) | ISSUED(+19975)"
7785,82832,89850,MISMATCH,7018,0,0,6,0,0,0,"NOT_ISSUED(+14975) | NOT_ISSUED(+14975) | NOT_ISSUED(+14975) | NOT_ISSUED(+14975) | NOT_ISSUED(+14975) | NOT_ISSUED(+14975)"
7784,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
7769,18575,18575,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+18575)"
7804,17975,17975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+17975)"
7797,6191,6191,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+6191)"
7803,17975,17975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+17975)"
7778,14975,14975,MATCH,0,3,0,1,0,0,0,"NOT_ISSUED(+14975)"
7813,15000,15000,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+15000)"
7815,14975,14975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+14975)"
7817,51950,51950,MATCH,0,1,1,1,0,0,0,"ISSUED(+25975) | NOT_ISSUED(+25975)"
7796,12975,12975,MATCH,0,4,0,1,0,0,0,"NOT_ISSUED(+12975)"
7818,48500,47000,MISMATCH,-1500,1,1,1,0,0,0,"ISSUED(+23500) | NOT_ISSUED(+23500)"
7822,17975,17975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+17975)"
7823,17975,17975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+17975)"
7780,14995,18835,MISMATCH,3840,1,0,1,1,0,0,"PARTIALLY_PAID(+3840) | NOT_ISSUED(+14995)"
7779,14995,14995,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+14995)"
7775,15595,15595,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+15595)"
7830,18575,18575,MATCH,0,3,0,1,0,0,0,"NOT_ISSUED(+18575)"
7829,18575,18575,MATCH,0,3,0,1,0,0,0,"NOT_ISSUED(+18575)"
7831,11820,11820,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+11820)"
7832,29990,29990,MATCH,0,1,1,1,0,0,0,"ISSUED(+14995) | NOT_ISSUED(+14995)"
7833,14975,14975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+14975)"
7751,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
7835,33571,7142,MISMATCH,-26429,1,1,1,0,0,0,"ISSUED(+3571) | NOT_ISSUED(+3571)"
7837,18575,18575,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+18575)"
7838,125825,125825,MATCH,0,0,5,2,0,0,0,"NOT_ISSUED(+17975) | NOT_ISSUED(+17975) | ISSUED(+17975) | ISSUED(+17975) | ISSUED(+17975) | ISSUED(+17975) | ISSUED(+17975)"
7839,126675,125850,MISMATCH,-825,0,4,2,0,0,0,"ISSUED(+20975) | ISSUED(+20975) | NOT_ISSUED(+20975) | ISSUED(+20975) | NOT_ISSUED(+20975) | ISSUED(+20975)"
7842,20515,20515,MATCH,0,3,0,1,0,0,0,"NOT_ISSUED(+20515)"
7844,13975,13975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+13975)"
7845,141025,99450,MISMATCH,-41575,0,5,1,0,0,0,"ISSUED(+16575) | ISSUED(+16575) | ISSUED(+16575) | ISSUED(+16575) | ISSUED(+16575) | NOT_ISSUED(+16575)"
7846,17975,17975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+17975)"
7850,14575,14575,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+14575)"
7849,16575,33150,MISMATCH,16575,1,1,1,0,0,0,"ISSUED(+16575) | NOT_ISSUED(+16575)"
7856,13975,13975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+13975)"
7857,13975,13975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+13975)"
7858,13975,13975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+13975)"
7859,13975,13975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+13975)"
7862,13975,13975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+13975)"
7872,13975,13975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+13975)"
7875,13975,13975,MATCH,0,3,0,1,0,0,0,"NOT_ISSUED(+13975)"
7880,13975,13975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+13975)"
7881,13975,13975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+13975)"
7883,13975,55900,MISMATCH,41925,0,3,1,0,0,0,"NOT_ISSUED(+13975) | ISSUED(+13975) | ISSUED(+13975) | ISSUED(+13975)"
7889,54666,54666,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+54666)"
7905,29550,0,MISMATCH,-29550,1,0,0,0,0,0,""
7911,35150,0,MISMATCH,-35150,1,0,0,0,0,0,""
7926,12995,12995,MATCH,0,3,0,1,0,0,0,"NOT_ISSUED(+12995)"
7955,11995,11995,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+11995)"
7954,13995,13995,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+13995)"
7958,13995,13995,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+13995)"
7959,11995,11995,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+11995)"
7965,13575,0,MISMATCH,-13575,0,0,0,0,0,0,""
7964,13975,0,MISMATCH,-13975,0,0,0,0,0,0,""
7963,14975,0,MISMATCH,-14975,0,0,0,0,0,0,""
Matched vs Mismatched Ratio,731,81,90.02%,9.98%,,,,,"Matched: 90.02% vs Mismatched: 9.98%",,
